"NumeroBenevole","Civilite","Nom","Prenom","NomComplet","Email","Telephone","TelephoneMobile","Adresse1","Adresse2","NPA","Ville","DateNaissance","Langues","SituationPersonnelle","Formation","NotesGenerales","NotesInternes","Binome","Statut","DateEntree","Provenance","ProvenanceDetail","DisponibilitesPreferees","CentresInteret","Competences","RecevoirInvitations","ParticiperEvenements","DateCreation","DateDerniereMajProfil","RGPDConsentement","SourceID"
"BEN-00135","Madame","Muller","AndrÃ©","Muller AndrÃ©","andrae.muller@test.ch","410229976184","410795297976","Rue du Parc 51","","1200","GENEVE","07/02/1996 00:00:00","FranÃ§ais","","","","","","Ancien","26/11/2016 00:00:00","Autres","","","","","Non","Non","14/11/2016 16:13:33","2025-12-07 15:02:53","Oui","135"
"BEN-00139","Madame","Henry","CÃ©line","Henry CÃ©line","caeline.henry@email.ch","410224458973","410784898056","Route de GenÃ¨ve 63","","1201","GENEVE","22/06/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","01/12/2016 00:00:00","Services sociaux","","","","","Non","Non","23/11/2016 14:27:08","2025-12-07 15:02:53","Oui","139"
"BEN-00142","Monsieur","Roussel","StÃ©phanie","Roussel StÃ©phanie","staephanie.roussel@exemple.ch","410222964918","410778255631","Rue de la Mairie 60","","1200","GENEVE","09/08/1958 00:00:00","FranÃ§ais","","","","","","Actif","","Autres","","","","","Oui","Non","24/11/2016 16:38:59","2025-12-07 15:02:53","Oui","142"
"BEN-00143","Madame","Nicolas","Corinne","Nicolas Corinne","corinne.nicolas@mail.ch","410222306850","410774082776","Rue du Stade 36","","1208","GENEVE","12/04/1963 00:00:00","FranÃ§ais","","","","","","En attente","28/11/2016 00:00:00","Genève Bénévolat","","","","","Non","Non","28/11/2016 11:18:18","2025-12-07 15:02:53","Oui","143"
"BEN-00144","Madame","Perrin","Brigitte","Perrin Brigitte","brigitte.perrin@contact.ch","410226327573","410784869193","Avenue de la LibertÃ© 89","","1208","GENEVE","21/03/1990 00:00:00","FranÃ§ais","","","","","","Ancien","","Genève Bénévolat","","","","","Non","Non","28/11/2016 11:37:45","2025-12-07 15:02:53","Oui","144"
"BEN-00145","Madame","Meyer","Dominique","Meyer Dominique","dominique.meyer@test.ch","410222891097","410777964270","Avenue Victor Hugo 95","","1213","PETIT-LANCY","09/02/1975 00:00:00","FranÃ§ais","","","","","","Ponctuel","08/12/2016 00:00:00","Email","","","","","Non","Oui","28/11/2016 11:42:05","2025-12-07 15:02:53","Oui","145"
"BEN-00146","Monsieur","Clement","Eric","Clement Eric","eric.clement@email.ch","410223098237","410768756446","Rue du Commerce 26","","1209","GENEVE","08/05/1967 00:00:00","FranÃ§ais","","","","","","Ponctuel","11/01/2017 00:00:00","Site Lancy","","","","","Non","Oui","28/11/2016 11:52:23","2025-12-07 15:02:53","Oui","146"
"BEN-00149","Monsieur","Dufour","Pascal","Dufour Pascal","pascal.dufour@exemple.ch","410226962821","410779921449","Rue Jean JaurÃ¨s 64","","1203","GENEVE","06/06/1954 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Bénéficiaires","","","","","Non","Oui","07/12/2016 12:15:08","2025-12-07 15:02:53","Oui","149"
"BEN-00150","Madame","Fontaine","Olivier","Fontaine Olivier","olivier.fontaine@mail.ch","410226224098","410786586344","Rue des Acacias 87","","1205","GENEVE","06/06/1962 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Oui","07/12/2016 14:26:42","2025-12-07 15:02:53","Oui","150"
"BEN-00151","Madame","Chevalier","Bruno","Chevalier Bruno","bruno.chevalier@contact.ch","410229533817","410788029343","Avenue de la Source 18","","1207","GENEVE","17/10/1994 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Autres","","","","","Non","Oui","07/12/2016 14:42:02","2025-12-07 15:02:53","Oui","151"
"BEN-00152","Madame","Robin","Vincent","Robin Vincent","vincent.robin@test.ch","410228653956","410787561317","Route de Ferney 91","","1205","GENEVE","07/07/1954 00:00:00","FranÃ§ais","","","","","","Ancien","","Autres","","","","","Non","Non","07/12/2016 15:16:11","2025-12-07 15:02:53","Oui","152"
"BEN-00154","Monsieur","Martin","AgnÃ¨s","Martin AgnÃ¨s","agnaes.martin@email.ch","410221318643","410791939588","Chemin des Vignes 67","","1206","GENEVE","19/12/1998 00:00:00","FranÃ§ais","","","","","","Ponctuel","12/06/2018 00:00:00","Lancéen","","","","","Non","Oui","07/12/2016 17:07:18","2025-12-07 15:02:53","Oui","154"
"BEN-00158","Madame","Bernard","GeneviÃ¨ve","Bernard GeneviÃ¨ve","geneviaeve.bernard@exemple.ch","410222313396","410789552947","Route de GenÃ¨ve 25","","1214","VERNIER","20/12/1947 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Lancéen","","","","","Non","Oui","08/12/2016 17:36:06","2025-12-07 15:02:53","Oui","158"
"BEN-00159","Monsieur","Dubois","VÃ©ronique","Dubois VÃ©ronique","vaeronique.dubois@mail.ch","410229883913","410786745549","Boulevard du RhÃ´ne 60","","1209","GENEVE","22/06/1997 00:00:00","FranÃ§ais","","","","","","Ponctuel","08/12/2016 00:00:00","Site Lancy","","","","","Non","Oui","08/12/2016 17:53:50","2025-12-07 15:02:53","Oui","159"
"BEN-00162","Monsieur","Thomas","Chantal","Thomas Chantal","chantal.thomas@contact.ch","410228705363","410764086548","Route de Meyrin 5","","1228","PLAN-LES-OUATES","01/10/1961 00:00:00","FranÃ§ais","","","","","","En attente","13/12/2016 00:00:00","Site Lancy","","","","","Non","Non","13/12/2016 09:04:16","2025-12-07 15:02:53","Oui","162"
"BEN-00163","Madame","Robert","Jacqueline","Robert Jacqueline","jacqueline.robert@test.ch","410228394562","410794276356","Chemin des Vignes 88","","1208","GENEVE","24/08/1978 00:00:00","FranÃ§ais","","","","","","En attente","","Bénéficiaires","","","","","Non","Non","13/12/2016 10:17:27","2025-12-07 15:02:53","Oui","163"
"BEN-00165","Madame","Petit","Robert","Petit Robert","robert.petit@email.ch","410222705881","410766328836","Rue du Stade 52","","1214","VERNIER","18/04/1946 00:00:00","FranÃ§ais","","","","","","Actif","08/02/2017 00:00:00","Site Lancy","","","","","Oui","Oui","13/12/2016 10:47:27","2025-12-07 15:02:53","Oui","165"
"BEN-00166","Madame","Durand","RenÃ©","Durand RenÃ©","renae.durand@exemple.ch","410223488637","410771825295","Chemin de la Colline 87","","1214","VERNIER","27/08/1984 00:00:00","FranÃ§ais","","","","","","En attente","","Tél","","","","","Non","Non","15/12/2016 15:33:56","2025-12-07 15:02:53","Oui","166"
"BEN-00168","Monsieur","Leroy","Georges","Leroy Georges","georges.leroy@mail.ch","410229191294","410763812249","Rue des Ecoles 6","","1204","GENEVE","03/11/1948 00:00:00","FranÃ§ais","","","","","","Actif","23/01/2017 00:00:00","Autres","","","","","Non","Oui","22/12/2016 16:47:41","2025-12-07 15:02:53","Oui","168"
"BEN-00171","Madame","Moreau","Henri","Moreau Henri","henri.moreau@contact.ch","410227608718","410784188744","Rue des Acacias 13","","1208","GENEVE","22/08/1954 00:00:00","FranÃ§ais","","","","","","En attente","","Email","","","","","Non","Non","12/01/2017 15:07:40","2025-12-07 15:02:53","Oui","171"
"BEN-00172","Monsieur","Simon","Louis","Simon Louis","louis.simon@test.ch","410227494197","410794436073","Rue des Ecoles 19","","1201","GENEVE","28/12/1944 00:00:00","FranÃ§ais","","","","","","Ancien","","Email","","","","","Non","Non","12/01/2017 15:21:09","2025-12-07 15:02:53","Oui","172"
"BEN-00174","Madame","Laurent","Sophie","Laurent Sophie","sophie.laurent@email.ch","410226863499","410791181476","Chemin de Bellevue 42","","1213","PETIT-LANCY","15/09/1959 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","12/01/2017 16:00:12","2025-12-07 15:02:53","Oui","174"
"BEN-00177","Monsieur","Lefebvre","Marie","Lefebvre Marie","marie.lefebvre@exemple.ch","410228117852","410798256997","Avenue Victor Hugo 49","","1206","GENEVE","22/12/1942 00:00:00","FranÃ§ais","","","","","","Actif","","Site Lancy","","","","","Non","Non","19/01/2017 11:38:49","2025-12-07 15:02:53","Oui","177"
"BEN-00178","Madame","Michel","Isabelle","Michel Isabelle","isabelle.michel@mail.ch","410228933969","410786444436","Route de Meyrin 12","","1218","GRAND-SACONNEX","08/09/1957 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","19/01/2017 12:07:37","2025-12-07 15:02:53","Oui","178"
"BEN-00182","Madame","Garcia","Catherine","Garcia Catherine","catherine.garcia@contact.ch","410226732451","410775533433","Rue des Acacias 48","","1214","VERNIER","05/11/1988 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","19/01/2017 15:26:40","2025-12-07 15:02:53","Oui","182"
"BEN-00183","Monsieur","David","Nathalie","David Nathalie","nathalie.david@test.ch","410224263072","410797044415","Avenue de la LibertÃ© 38","","1214","VERNIER","07/04/1962 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","19/01/2017 15:44:21","2025-12-07 15:02:53","Oui","183"
"BEN-00184","Madame","Bertrand","Pierre","Bertrand Pierre","pierre.bertrand@email.ch","410227008150","410795935368","Avenue des Alpes 66","","1203","GENEVE","09/10/1985 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","19/01/2017 15:49:03","2025-12-07 15:02:53","Oui","184"
"BEN-00185","Madame","Roux","Jean","Roux Jean","jean.roux@exemple.ch","410221549265","410779002498","Rue de la Mairie 71","","1214","VERNIER","24/10/1972 00:00:00","FranÃ§ais","","","","","","Ponctuel","01/10/2018 00:00:00","Tél","","","","","Oui","Non","19/01/2017 17:02:50","2025-12-07 15:02:53","Oui","185"
"BEN-00187","Madame","Vincent","Marc","Vincent Marc","marc.vincent@mail.ch","410228578619","410763409766","Rue du Parc 70","","1217","MEYRIN","27/05/1994 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","24/01/2017 15:33:27","2025-12-07 15:02:53","Oui","187"
"BEN-00188","Monsieur","Fournier","Philippe","Fournier Philippe","philippe.fournier@contact.ch","410229069384","410782872495","Avenue des Alpes 41","","1209","GENEVE","14/03/1945 00:00:00","FranÃ§ais","","","","","","Ancien","12/02/2017 00:00:00","Services sociaux","","","","","Non","Non","26/01/2017 09:52:56","2025-12-07 15:02:53","Oui","188"
"BEN-00190","Madame","Morel","Laurent","Morel Laurent","laurent.morel@test.ch","410224708250","410785386448","Boulevard du RhÃ´ne 99","","1204","GENEVE","01/01/1946 00:00:00","FranÃ§ais","","","","","","Ancien","06/03/2017 00:00:00","Genève Bénévolat","","","","","Non","Non","30/01/2017 17:22:07","2025-12-07 15:02:53","Oui","190"
"BEN-00191","Madame","Girard","Julie","Girard Julie","julie.girard@email.ch","410225713093","410772982117","Avenue de la Source 44","","1228","PLAN-LES-OUATES","10/06/1941 00:00:00","FranÃ§ais","","","","","","Actif","22/02/2017 00:00:00","Site Lancy","","","","","Non","Oui","01/02/2017 16:50:00","2025-12-07 15:02:53","Oui","191"
"BEN-00195","Monsieur","AndrÃ©","Christine","AndrÃ© Christine","christine.andrae@exemple.ch","410223695186","410791455018","Chemin des Fleurs 88","","1218","GRAND-SACONNEX","07/08/1944 00:00:00","FranÃ§ais","","","","","","En attente","","Services sociaux","","","","","Non","Oui","07/02/2017 10:12:31","2025-12-07 15:02:53","Oui","195"
"BEN-00199","Madame","Mercier","Sylvie","Mercier Sylvie","sylvie.mercier@mail.ch","410225021390","410794415598","Rue de la Paix 70","","1201","GENEVE","02/11/1961 00:00:00","FranÃ§ais","","","","","","En attente","","Lancéen","","","","","Non","Non","07/02/2017 16:52:57","2025-12-07 15:02:53","Oui","199"
"BEN-00205","Madame","Dupont","Sandrine","Dupont Sandrine","sandrine.dupont@contact.ch","410229861016","410793404811","Avenue de France 89","","1201","GENEVE","25/07/1967 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Déjà intégrés","","","","","Oui","Oui","21/02/2017 15:31:59","2025-12-07 15:02:53","Oui","205"
"BEN-00206","Madame","Lambert","ValÃ©rie","Lambert ValÃ©rie","valaerie.lambert@test.ch","410224386358","410799824587","Rue de la Paix 59","","1213","PETIT-LANCY","02/06/1941 00:00:00","FranÃ§ais","","","","","","En attente","","Tél","","","","","Non","Non","23/02/2017 11:02:11","2025-12-07 15:02:53","Oui","206"
"BEN-00208","Madame","Bonnet","Michel","Bonnet Michel","michel.bonnet@email.ch","410222759456","410777229458","Chemin de la ForÃªt 15","","1209","GENEVE","08/12/1965 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","23/02/2017 16:14:31","2025-12-07 15:02:53","Oui","208"
"BEN-00210","Monsieur","FranÃ§ois","Bernard","FranÃ§ois Bernard","bernard.franacois@exemple.ch","410226181670","410781616052","Rue de la Mairie 33","","1213","PETIT-LANCY","18/11/1985 00:00:00","FranÃ§ais","","","","","","En attente","","Lancéen","","","","","Non","Non","23/02/2017 17:27:15","2025-12-07 15:02:53","Oui","210"
"BEN-00213","Monsieur","Martinez","Alain","Martinez Alain","alain.martinez@mail.ch","410224306532","410779568274","Rue de la Gare 73","","1202","GENEVE","06/08/1944 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","27/02/2017 15:45:24","2025-12-07 15:02:53","Oui","213"
"BEN-00214","Madame","Legrand","FranÃ§ois","Legrand FranÃ§ois","franacois.legrand@contact.ch","410226194991","410779342315","Rue du Parc 71","","1201","GENEVE","23/08/1948 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","27/02/2017 15:48:28","2025-12-07 15:02:53","Oui","214"
"BEN-00215","Monsieur","Garnier","Thierry","Garnier Thierry","thierry.garnier@test.ch","410224792013","410775789638","Rue de la Paix 87","","1213","PETIT-LANCY","02/01/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","27/02/2017 16:30:38","2025-12-07 15:02:53","Oui","215"
"BEN-00216","Madame","Faure","Anne","Faure Anne","anne.faure@email.ch","410227139060","410763538735","Route de GenÃ¨ve 19","","1227","CAROUGE","07/09/1999 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","27/02/2017 16:35:11","2025-12-07 15:02:53","Oui","216"
"BEN-00225","Madame","Rousseau","Martine","Rousseau Martine","martine.rousseau@exemple.ch","410226598947","410773907578","Rue de la Paix 32","","1205","GENEVE","25/09/1989 00:00:00","FranÃ§ais","","","","","","Actif","05/08/2017 00:00:00","Tél","","","","","Non","Oui","22/03/2017 16:02:36","2025-12-07 15:02:53","Oui","225"
"BEN-00227","Madame","Blanc","FranÃ§oise","Blanc FranÃ§oise","franacoise.blanc@mail.ch","410226064127","410795549254","Route des Acacias 76","","1203","GENEVE","20/02/1983 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","23/03/2017 15:30:15","2025-12-07 15:02:53","Oui","227"
"BEN-00228","Madame","Guerin","Monique","Guerin Monique","monique.guerin@contact.ch","410222715033","410785061060","Route des Acacias 22","","1213","PETIT-LANCY","05/05/1963 00:00:00","FranÃ§ais","","","","","","Ancien","","Genève Bénévolat","","","","","Non","Non","23/03/2017 15:41:21","2025-12-07 15:02:53","Oui","228"
"BEN-00229","Madame","Muller","Nicole","Muller Nicole","nicole.muller@test.ch","410227937668","410789846465","Rue des Ecoles 47","","1213","PETIT-LANCY","02/10/1996 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Oui","23/03/2017 16:01:18","2025-12-07 15:02:53","Oui","229"
"BEN-00230","Monsieur","Henry","Patrick","Henry Patrick","patrick.henry@email.ch","410226086970","410778403439","Chemin du Moulin 73","","1201","GENEVE","21/07/1980 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","23/03/2017 16:07:19","2025-12-07 15:02:53","Oui","230"
"BEN-00231","Madame","Roussel","Daniel","Roussel Daniel","daniel.roussel@exemple.ch","410226864982","410765396128","Rue du Parc 58","","1217","MEYRIN","24/01/1965 00:00:00","FranÃ§ais","","","","","","Actif","08/06/2017 00:00:00","Genève Bénévolat","","","","","Non","Oui","23/03/2017 16:16:33","2025-12-07 15:02:53","Oui","231"
"BEN-00232","Madame","Nicolas","Christian","Nicolas Christian","christian.nicolas@mail.ch","410225009346","410763096127","Rue de la Fontaine 33","","1213","PETIT-LANCY","20/01/1951 00:00:00","FranÃ§ais","","","","","","En attente","","Site Lancy","","","","","Non","Non","23/03/2017 16:33:14","2025-12-07 15:02:53","Oui","232"
"BEN-00233","Monsieur","Perrin","Jacques","Perrin Jacques","jacques.perrin@contact.ch","410225296716","410765439242","Rue Jean JaurÃ¨s 71","","1208","GENEVE","19/04/1943 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Non","29/03/2017 16:46:21","2025-12-07 15:02:53","Oui","233"
"BEN-00235","Madame","Meyer","AndrÃ©","Meyer AndrÃ©","andrae.meyer@test.ch","410225009982","410782437670","Rue de la Paix 91","","1202","GENEVE","20/09/1971 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","30/03/2017 12:20:57","2025-12-07 15:02:53","Oui","235"
"BEN-00236","Madame","Clement","CÃ©line","Clement CÃ©line","caeline.clement@email.ch","410222775670","410763223781","Chemin de Bellevue 8","","1205","GENEVE","07/01/1940 00:00:00","FranÃ§ais","","","","","","En attente","11/04/2017 00:00:00","CGV","","","","","Non","Oui","03/04/2017 15:32:57","2025-12-07 15:02:53","Oui","236"
"BEN-00237","Madame","Dufour","StÃ©phanie","Dufour StÃ©phanie","staephanie.dufour@exemple.ch","410226652734","410782136791","Rue de la Gare 30","","1228","PLAN-LES-OUATES","20/01/1962 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Site Lancy","","","","","Non","Oui","04/04/2017 10:56:40","2025-12-07 15:02:53","Oui","237"
"BEN-00239","Madame","Fontaine","Corinne","Fontaine Corinne","corinne.fontaine@mail.ch","410227565736","410787633293","Avenue de la Source 13","","1200","GENEVE","06/04/1979 00:00:00","FranÃ§ais","","","","","","Ponctuel","","Genève Bénévolat","","","","","Non","Oui","11/04/2017 12:20:06","2025-12-07 15:02:53","Oui","239"
"BEN-00240","Monsieur","Chevalier","Brigitte","Chevalier Brigitte","brigitte.chevalier@contact.ch","410221937241","410772926795","Avenue Victor Hugo 21","","1218","GRAND-SACONNEX","18/09/1987 00:00:00","FranÃ§ais","","","","","","Ponctuel","","CGV","","","","","Non","Non","11/04/2017 12:24:15","2025-12-07 15:02:53","Oui","240"
"BEN-00241","Madame","Robin","Dominique","Robin Dominique","dominique.robin@test.ch","410223838591","410791035298","Route de Meyrin 88","","1201","GENEVE","26/09/1982 00:00:00","FranÃ§ais","","","","","","Ponctuel","","CGV","","","","","Non","Oui","11/04/2017 12:27:35","2025-12-07 15:02:53","Oui","241"
"BEN-00242","Madame","Martin","Eric","Martin Eric","eric.martin@email.ch","410221267263","410764755370","Avenue des Champs 6","","1228","PLAN-LES-OUATES","14/03/1954 00:00:00","FranÃ§ais","","","","","","Ponctuel","","CGV","","","","","Non","Non","11/04/2017 12:30:14","2025-12-07 15:02:53","Oui","242"
"BEN-00243","Madame","Bernard","Pascal","Bernard Pascal","pascal.bernard@exemple.ch","410222941449","410778336179","Rue des Acacias 28","","1228","PLAN-LES-OUATES","04/01/1943 00:00:00","FranÃ§ais","","","","","","Autre association","23/02/2017 00:00:00","Autres","","","","","Non","Non","11/04/2017 12:52:06","2025-12-07 15:02:53","Oui","243"
