"NumeroBeneficiaire","Civilite","Nom","Prenom","NomComplet","Email","Telephone","Adresse1","Adresse2","NPA","Ville","DateNaissance","Besoins","Referent","Horaires","DateDebut","Historique","Statut","RGPDConsentement","RGPDDateConsentement","SourceID"
"BNF-00994","Madame","Michel","Sylvie","Michel Sylvie","sylvie.michel@mail.ch","410224999534","Chemin des Fleurs 42","","1228","PLAN-LES-OUATES","24/01/1974 00:00:00","","","","02/03/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","994"
"BNF-01000","Madame","Garcia","Sandrine","Garcia Sandrine","sandrine.garcia@contact.ch","410228933863","Rue de la Gare 84","","1213","PETIT-LANCY","28/07/1967 00:00:00","","","","07/09/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1000"
"BNF-01001","Monsieur","David","Val̩rie","David Val̩rie","valaerie.david@test.ch","410227243889","Rue Jean Jaur̬s 2","","1200","GENEVE","22/09/1951 00:00:00","","","","07/09/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1001"
"BNF-01003","Monsieur","Bertrand","Michel","Bertrand Michel","michel.bertrand@email.ch","410223385943","Rue du Parc 77","","1214","VERNIER","24/06/1956 00:00:00","","","","01/09/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1003"
"BNF-01004","Madame","Roux","Bernard","Roux Bernard","bernard.roux@exemple.ch","410227201350","Route de Ferney 60","","1227","CAROUGE","28/03/1986 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1004"
"BNF-01007","Madame","Vincent","Alain","Vincent Alain","alain.vincent@mail.ch","410225708094","Rue de la Fontaine 34","","1228","PLAN-LES-OUATES","15/02/1953 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1007"
"BNF-01009","Madame","Fournier","Fran̤ois","Fournier Fran̤ois","franacois.fournier@contact.ch","410228655277","Avenue de France 9","","1209","GENEVE","27/08/1953 00:00:00","","","","23/09/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1009"
"BNF-01018","Monsieur","Morel","Thierry","Morel Thierry","thierry.morel@test.ch","410227594369","Avenue de France 80","","1227","CAROUGE","16/06/1987 00:00:00","","","","26/08/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1018"
"BNF-01034","Madame","Girard","Anne","Girard Anne","anne.girard@email.ch","410226723468","Chemin des Pins 8","","1200","GENEVE","07/04/1998 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1034"
"BNF-01039","Monsieur","Andr̩","Martine","Andr̩ Martine","martine.andrae@exemple.ch","410227377890","Avenue des Champs 73","","1213","PETIT-LANCY","16/12/1943 00:00:00","","","","05/06/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1039"
"BNF-01050","Madame","Mercier","Fran̤oise","Mercier Fran̤oise","franacoise.mercier@mail.ch","410225915388","Rue de la Gare 1","","1206","GENEVE","11/07/1975 00:00:00","","","","16/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1050"
"BNF-01055","Monsieur","Dupont","Monique","Dupont Monique","monique.dupont@contact.ch","410225093363","Route de Lausanne 28","","1204","GENEVE","14/11/1960 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1055"
"BNF-01056","Madame","Lambert","Nicole","Lambert Nicole","nicole.lambert@test.ch","410227675210","Rue de la Fontaine 75","","1209","GENEVE","27/10/1967 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1056"
"BNF-01057","Madame","Bonnet","Patrick","Bonnet Patrick","patrick.bonnet@email.ch","410224113150","Route de Ferney 93","","1208","GENEVE","04/12/1962 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1057"
"BNF-01058","Madame","Fran̤ois","Daniel","Fran̤ois Daniel","daniel.franacois@exemple.ch","410224707294","Rue de la Mairie 41","","1206","GENEVE","05/12/1942 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1058"
"BNF-01059","Madame","Martinez","Christian","Martinez Christian","christian.martinez@mail.ch","410221596022","Chemin du Moulin 5","","1207","GENEVE","01/04/1989 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1059"
"BNF-01060","Monsieur et Madame","Legrand","Jacques","Legrand Jacques","jacques.legrand@contact.ch","410227222656","Chemin des Vignes 23","","1217","MEYRIN","08/12/1954 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1060"
"BNF-01061","Monsieur et Madame","Garnier","Andr̩","Garnier Andr̩","andrae.garnier@test.ch","410224078851","Rue du Parc 24","","1208","GENEVE","17/03/1958 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1061"
"BNF-01062","Monsieur","Faure","C̩line","Faure C̩line","caeline.faure@email.ch","410223146794","Rue du Commerce 89","","1201","GENEVE","23/11/1947 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1062"
"BNF-01063","Madame","Rousseau","St̩phanie","Rousseau St̩phanie","staephanie.rousseau@exemple.ch","410222246133","Route de Lausanne 86","","1202","GENEVE","02/02/1951 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1063"
"BNF-01064","Monsieur","Blanc","Corinne","Blanc Corinne","corinne.blanc@mail.ch","410227503315","Avenue des Champs 96","","1201","GENEVE","16/01/1952 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1064"
"BNF-01065","Monsieur et Madame","Guerin","Brigitte","Guerin Brigitte","brigitte.guerin@contact.ch","410222152758","Avenue des Champs 54","","1214","VERNIER","17/04/1941 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1065"
"BNF-01066","Madame","Muller","Dominique","Muller Dominique","dominique.muller@test.ch","410228908515","Chemin de Bellevue 54","","1213","PETIT-LANCY","13/08/1978 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1066"
"BNF-01067","Madame","Henry","Eric","Henry Eric","eric.henry@email.ch","410223509079","Avenue Victor Hugo 89","","1204","GENEVE","09/09/1946 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1067"
"BNF-01068","Madame","Roussel","Pascal","Roussel Pascal","pascal.roussel@exemple.ch","410226757739","Chemin de la For̻t 9","","1201","GENEVE","11/07/1984 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1068"
"BNF-01069","Monsieur","Nicolas","Olivier","Nicolas Olivier","olivier.nicolas@mail.ch","410221729912","Rue des Acacias 96","","1209","GENEVE","27/09/1958 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1069"
"BNF-01070","Madame","Perrin","Bruno","Perrin Bruno","bruno.perrin@contact.ch","410227474328","Chemin du Moulin 15","","1203","GENEVE","28/05/1998 00:00:00","","","","18/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1070"
"BNF-01083","Madame","Meyer","Vincent","Meyer Vincent","vincent.meyer@test.ch","410228743925","Rue des Ecoles 97","","1206","GENEVE","12/07/1963 00:00:00","","","","01/10/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1083"
"BNF-01085","Madame","Clement","Agn̬s","Clement Agn̬s","agnaes.clement@email.ch","410228189393","Rue du Commerce 47","","1213","PETIT-LANCY","06/01/1972 00:00:00","","","","03/12/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1085"
"BNF-01086","Madame","Dufour","Genevi̬ve","Dufour Genevi̬ve","geneviaeve.dufour@exemple.ch","410229302977","Rue de la Mairie 89","","1213","PETIT-LANCY","24/09/1999 00:00:00","","","","01/08/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1086"
"BNF-01087","Madame","Fontaine","V̩ronique","Fontaine V̩ronique","vaeronique.fontaine@mail.ch","410225136771","Rue du Stade 5","","1205","GENEVE","24/11/1983 00:00:00","","","","24/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1087"
"BNF-01091","Madame","Chevalier","Chantal","Chevalier Chantal","chantal.chevalier@contact.ch","410229378288","Route de Meyrin 3","","1208","GENEVE","01/06/1972 00:00:00","","","","04/11/2020 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1091"
"BNF-01113","Madame","Robin","Jacqueline","Robin Jacqueline","jacqueline.robin@test.ch","410225898867","Rue des Ecoles 83","","1205","GENEVE","19/07/1946 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1113"
"BNF-01114","Madame","Martin","Robert","Martin Robert","robert.martin@email.ch","410226868398","Avenue de la Source 87","","1228","PLAN-LES-OUATES","01/05/1942 00:00:00","","","","09/02/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1114"
"BNF-01115","Madame","Bernard","Ren̩","Bernard Ren̩","renae.bernard@exemple.ch","410221366375","Rue de la Gare 88","","1228","PLAN-LES-OUATES","21/12/1996 00:00:00","","","","22/03/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1115"
"BNF-01120","Monsieur","Dubois","Georges","Dubois Georges","georges.dubois@mail.ch","410223293134","Rue des Ecoles 64","","1213","PETIT-LANCY","12/12/1970 00:00:00","","","","01/02/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1120"
"BNF-01121","Madame","Thomas","Henri","Thomas Henri","henri.thomas@contact.ch","410229196966","Rue du Stade 54","","1207","GENEVE","08/05/1990 00:00:00","","","","23/03/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1121"
"BNF-01122","Madame","Robert","Louis","Robert Louis","louis.robert@test.ch","410226196077","Rue Jean Jaur̬s 50","","1208","GENEVE","01/10/1951 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1122"
"BNF-01123","Madame","Petit","Sophie","Petit Sophie","sophie.petit@email.ch","410229284312","Avenue des Champs 8","","1228","PLAN-LES-OUATES","25/06/1965 00:00:00","","","","29/04/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1123"
"BNF-01125","Madame","Durand","Marie","Durand Marie","marie.durand@exemple.ch","410224068914","Avenue de France 32","","1201","GENEVE","02/12/1972 00:00:00","","","","03/07/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1125"
"BNF-01128","Madame","Leroy","Isabelle","Leroy Isabelle","isabelle.leroy@mail.ch","410224995382","Chemin du Moulin 72","","1207","GENEVE","28/05/1980 00:00:00","","","","06/05/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1128"
"BNF-01129","Monsieur","Moreau","Catherine","Moreau Catherine","catherine.moreau@contact.ch","410223949079","Rue du Commerce 20","","1205","GENEVE","22/12/1988 00:00:00","","","","13/04/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1129"
"BNF-01130","Madame","Simon","Nathalie","Simon Nathalie","nathalie.simon@test.ch","410223363755","Avenue du Lac 9","","1202","GENEVE","21/08/1962 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1130"
"BNF-01133","Madame","Laurent","Pierre","Laurent Pierre","pierre.laurent@email.ch","410221171385","Rue de la Fontaine 52","","1217","MEYRIN","06/07/1964 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1133"
"BNF-01134","Madame","Lefebvre","Jean","Lefebvre Jean","jean.lefebvre@exemple.ch","410224551219","Rue de la Paix 77","","1206","GENEVE","19/11/1954 00:00:00","","","","31/05/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1134"
"BNF-01136","Monsieur","Michel","Marc","Michel Marc","marc.michel@mail.ch","410227272299","Chemin des Fleurs 17","","1200","GENEVE","18/01/1967 00:00:00","","","","20/05/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1136"
"BNF-01137","Madame","Garcia","Philippe","Garcia Philippe","philippe.garcia@contact.ch","410222818534","Rue de la Mairie 22","","1214","VERNIER","12/06/1986 00:00:00","","","","01/12/0208 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1137"
"BNF-01141","Monsieur","David","Laurent","David Laurent","laurent.david@test.ch","410229353686","Avenue de France 31","","1203","GENEVE","20/01/1957 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1141"
"BNF-01142","Madame","Bertrand","Julie","Bertrand Julie","julie.bertrand@email.ch","410229439492","Rue de la Fontaine 97","","1208","GENEVE","08/03/1993 00:00:00","","","","09/06/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1142"
"BNF-01143","Madame","Roux","Christine","Roux Christine","christine.roux@exemple.ch","410221372351","Avenue des Alpes 53","","1204","GENEVE","15/10/1965 00:00:00","","","","01/06/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1143"
"BNF-01144","Madame","Vincent","Sylvie","Vincent Sylvie","sylvie.vincent@mail.ch","410229266791","Route de Gen̬ve 45","","1213","PETIT-LANCY","02/12/1986 00:00:00","","","","17/06/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1144"
"BNF-01145","Madame","Fournier","Sandrine","Fournier Sandrine","sandrine.fournier@contact.ch","410229837278","Rue de la Gare 23","","1206","GENEVE","18/04/1953 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1145"
"BNF-01147","Madame","Morel","Val̩rie","Morel Val̩rie","valaerie.morel@test.ch","410229076957","Boulevard du Rh̫ne 63","","1209","GENEVE","22/10/1968 00:00:00","","","","06/06/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1147"
"BNF-01151","Monsieur","Girard","Michel","Girard Michel","michel.girard@email.ch","410224264123","Route de Meyrin 65","","1206","GENEVE","16/07/1945 00:00:00","","","","15/07/2013 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1151"
"BNF-01152","Monsieur","Andr̩","Bernard","Andr̩ Bernard","bernard.andrae@exemple.ch","410221219520","Avenue de la Libert̩ 43","","1213","PETIT-LANCY","16/09/1977 00:00:00","","","","15/07/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1152"
"BNF-01153","Monsieur","Mercier","Alain","Mercier Alain","alain.mercier@mail.ch","410225912567","Route de Lausanne 23","","1208","GENEVE","20/05/1993 00:00:00","","","","15/07/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1153"
"BNF-01154","Madame","Dupont","Fran̤ois","Dupont Fran̤ois","franacois.dupont@contact.ch","410225456632","Chemin de Bellevue 83","","1208","GENEVE","20/02/1952 00:00:00","","","","12/08/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1154"
"BNF-01155","Madame","Lambert","Thierry","Lambert Thierry","thierry.lambert@test.ch","410229951229","Route des Acacias 24","","1217","MEYRIN","24/05/1996 00:00:00","","","","11/10/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1155"
"BNF-01159","Madame","Bonnet","Anne","Bonnet Anne","anne.bonnet@email.ch","410226841558","Rue du Parc 28","","1209","GENEVE","09/03/1960 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1159"
"BNF-01160","Madame","Fran̤ois","Martine","Fran̤ois Martine","martine.franacois@exemple.ch","410227846683","Chemin de la For̻t 68","","1201","GENEVE","08/07/1986 00:00:00","","","","19/08/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1160"
"BNF-01161","Madame","Martinez","Fran̤oise","Martinez Fran̤oise","franacoise.martinez@mail.ch","410222564634","Chemin de Bellevue 49","","1205","GENEVE","19/11/1989 00:00:00","","","","02/09/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1161"
"BNF-01163","Madame","Legrand","Monique","Legrand Monique","monique.legrand@contact.ch","410223986226","Avenue des Champs 81","","1205","GENEVE","12/05/1974 00:00:00","","","","13/09/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1163"
"BNF-01165","Madame","Garnier","Nicole","Garnier Nicole","nicole.garnier@test.ch","410226059548","Chemin des Fleurs 15","","1208","GENEVE","25/09/1977 00:00:00","","","","08/09/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1165"
"BNF-01167","Madame","Faure","Patrick","Faure Patrick","patrick.faure@email.ch","410229691472","Avenue des Alpes 9","","1209","GENEVE","04/11/1956 00:00:00","","","","08/05/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1167"
"BNF-01168","Madame","Rousseau","Daniel","Rousseau Daniel","daniel.rousseau@exemple.ch","410226929498","Avenue Victor Hugo 71","","1227","CAROUGE","01/05/1952 00:00:00","","","","12/09/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1168"
"BNF-01174","Madame","Blanc","Christian","Blanc Christian","christian.blanc@mail.ch","410228028061","Rue du Commerce 48","","1206","GENEVE","08/01/1962 00:00:00","","","","01/06/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1174"
"BNF-01181","Monsieur","Guerin","Jacques","Guerin Jacques","jacques.guerin@contact.ch","410221272568","Route de Gen̬ve 48","","1209","GENEVE","05/11/1967 00:00:00","","","","21/10/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1181"
"BNF-01182","Madame","Muller","Andr̩","Muller Andr̩","andrae.muller@test.ch","410228255179","Rue des Ecoles 9","","1204","GENEVE","10/06/1977 00:00:00","","","","22/10/2021 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1182"
"BNF-01190","Madame","Henry","C̩line","Henry C̩line","caeline.henry@email.ch","410222358058","Chemin des Pins 55","","1213","PETIT-LANCY","17/04/1984 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1190"
"BNF-01193","Monsieur","Roussel","St̩phanie","Roussel St̩phanie","staephanie.roussel@exemple.ch","410223806878","Chemin des Fleurs 84","","1214","VERNIER","17/07/1947 00:00:00","","","","17/06/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1193"
"BNF-01195","Madame","Nicolas","Corinne","Nicolas Corinne","corinne.nicolas@mail.ch","410227452325","Avenue de France 41","","1213","PETIT-LANCY","16/07/1969 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1195"
"BNF-01201","Monsieur","Perrin","Brigitte","Perrin Brigitte","brigitte.perrin@contact.ch","410228329531","Avenue de la Libert̩ 76","","1202","GENEVE","04/05/1962 00:00:00","","","","21/02/2025 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1201"
"BNF-01203","Madame","Meyer","Dominique","Meyer Dominique","dominique.meyer@test.ch","410221589532","Avenue de la Source 21","","1208","GENEVE","19/12/1961 00:00:00","","","","02/02/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1203"
"BNF-01209","Madame","Clement","Eric","Clement Eric","eric.clement@email.ch","410226919993","Chemin des Fleurs 28","","1217","MEYRIN","08/02/1977 00:00:00","","","","22/08/2023 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1209"
"BNF-01210","Monsieur","Dufour","Pascal","Dufour Pascal","pascal.dufour@exemple.ch","410226028554","Route de Ferney 25","","1206","GENEVE","11/09/1949 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1210"
"BNF-01212","Madame","Fontaine","Olivier","Fontaine Olivier","olivier.fontaine@mail.ch","410224844210","Route de Meyrin 49","","1205","GENEVE","09/08/1969 00:00:00","","","","05/12/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1212"
"BNF-01216","Madame","Chevalier","Bruno","Chevalier Bruno","bruno.chevalier@contact.ch","410229146616","Chemin des Vignes 83","","1217","MEYRIN","27/04/1971 00:00:00","","","","21/02/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1216"
"BNF-01217","Monsieur","Robin","Vincent","Robin Vincent","vincent.robin@test.ch","410222601392","Rue Jean Jaur̬s 5","","1201","GENEVE","20/05/1986 00:00:00","","","","01/01/2018 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1217"
"BNF-01218","Madame","Martin","Agn̬s","Martin Agn̬s","agnaes.martin@email.ch","410229095656","Route de Gen̬ve 90","","1214","VERNIER","27/08/1983 00:00:00","","","","27/01/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1218"
"BNF-01219","Madame","Bernard","Genevi̬ve","Bernard Genevi̬ve","geneviaeve.bernard@exemple.ch","410225109268","Chemin de la For̻t 54","","1208","GENEVE","15/10/1992 00:00:00","","","","07/02/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1219"
"BNF-01228","Madame","Dubois","V̩ronique","Dubois V̩ronique","vaeronique.dubois@mail.ch","410223834647","Rue du Stade 13","","1208","GENEVE","09/09/1970 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1228"
"BNF-01231","Madame","Thomas","Chantal","Thomas Chantal","chantal.thomas@contact.ch","410227455089","Avenue de la Libert̩ 60","","1201","GENEVE","19/10/1984 00:00:00","","","","21/03/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1231"
"BNF-01232","Madame","Robert","Jacqueline","Robert Jacqueline","jacqueline.robert@test.ch","410225727978","Chemin des Vignes 49","","1207","GENEVE","04/02/1983 00:00:00","","","","02/03/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1232"
"BNF-01233","Madame","Petit","Robert","Petit Robert","robert.petit@email.ch","410227379291","Rue de la Mairie 88","","1218","GRAND-SACONNEX","04/08/1969 00:00:00","","","","21/03/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1233"
"BNF-01237","Monsieur","Durand","Ren̩","Durand Ren̩","renae.durand@exemple.ch","410226355142","Rue de la Paix 50","","1213","PETIT-LANCY","06/01/1962 00:00:00","","","","27/04/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1237"
"BNF-01238","Madame","Leroy","Georges","Leroy Georges","georges.leroy@mail.ch","410229637619","Boulevard du Rh̫ne 98","","1204","GENEVE","08/06/1995 00:00:00","","","","04/04/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1238"
"BNF-01239","Madame","Moreau","Henri","Moreau Henri","henri.moreau@contact.ch","410227666177","Route de Ferney 14","","1208","GENEVE","05/09/1972 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1239"
"BNF-01242","Madame","Simon","Louis","Simon Louis","louis.simon@test.ch","410227122315","Avenue Victor Hugo 41","","1213","PETIT-LANCY","22/05/1972 00:00:00","","","","09/11/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1242"
"BNF-01250","Madame","Laurent","Sophie","Laurent Sophie","sophie.laurent@email.ch","410221125683","Chemin de la Colline 32","","1227","CAROUGE","13/06/1988 00:00:00","","","","02/05/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1250"
"BNF-01251","Madame","Lefebvre","Marie","Lefebvre Marie","marie.lefebvre@exemple.ch","410228917517","Avenue du Lac 9","","1205","GENEVE","28/09/1950 00:00:00","","","","16/05/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1251"
"BNF-01254","Madame","Michel","Isabelle","Michel Isabelle","isabelle.michel@mail.ch","410229611768","Avenue des Champs 6","","1214","VERNIER","11/04/1973 00:00:00","","","","16/05/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1254"
"BNF-01255","Madame","Garcia","Catherine","Garcia Catherine","catherine.garcia@contact.ch","410222577823","Chemin de Bellevue 66","","1205","GENEVE","04/10/1980 00:00:00","","","","02/06/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1255"
"BNF-01256","Madame","David","Nathalie","David Nathalie","nathalie.david@test.ch","410221813864","Avenue de France 36","","1204","GENEVE","15/06/1960 00:00:00","","","","02/06/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1256"
"BNF-01261","Madame","Bertrand","Pierre","Bertrand Pierre","pierre.bertrand@email.ch","410222892341","Chemin des Pins 56","","1200","GENEVE","09/04/1971 00:00:00","","","","20/06/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1261"
"BNF-01267","Monsieur","Roux","Jean","Roux Jean","jean.roux@exemple.ch","410226668041","Avenue Victor Hugo 57","","1203","GENEVE","04/06/1990 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1267"
"BNF-01276","Madame","Vincent","Marc","Vincent Marc","marc.vincent@mail.ch","410224389958","Rue de la Paix 8","","1217","MEYRIN","09/01/1972 00:00:00","","","","16/05/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1276"
"BNF-01279","Monsieur et Madame","Fournier","Philippe","Fournier Philippe","philippe.fournier@contact.ch","410226851687","Rue du Parc 95","","1202","GENEVE","25/01/1940 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1279"
"BNF-01280","Monsieur et Madame","Morel","Laurent","Morel Laurent","laurent.morel@test.ch","410226816112","Rue du Stade 85","","1207","GENEVE","19/06/1941 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1280"
"BNF-01281","Madame","Girard","Julie","Girard Julie","julie.girard@email.ch","410223982911","Avenue du Lac 22","","1204","GENEVE","19/12/1994 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1281"
"BNF-01282","Madame","Andr̩","Christine","Andr̩ Christine","christine.andrae@exemple.ch","410223898039","Avenue de France 43","","1202","GENEVE","01/07/1986 00:00:00","","","","28/06/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1282"
"BNF-01283","Monsieur","Mercier","Sylvie","Mercier Sylvie","sylvie.mercier@mail.ch","410229676230","Route de Ferney 57","","1214","VERNIER","10/10/1979 00:00:00","","","","05/09/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1283"
"BNF-01284","Madame","Dupont","Sandrine","Dupont Sandrine","sandrine.dupont@contact.ch","410225748419","Rue de la Mairie 52","","1217","MEYRIN","12/07/1952 00:00:00","","","","12/09/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1284"
"BNF-01285","Madame","Lambert","Val̩rie","Lambert Val̩rie","valaerie.lambert@test.ch","410224102262","Avenue des Alpes 87","","1227","CAROUGE","25/02/1967 00:00:00","","","","","","Actif","Oui","2025-12-07 15:02:53","1285"
"BNF-01286","Madame","Bonnet","Michel","Bonnet Michel","michel.bonnet@email.ch","410223685954","Chemin de Bellevue 62","","1228","PLAN-LES-OUATES","11/12/1995 00:00:00","","","","29/06/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1286"
"BNF-01289","Madame","Fran̤ois","Bernard","Fran̤ois Bernard","bernard.franacois@exemple.ch","410228629143","Route de Gen̬ve 15","","1217","MEYRIN","08/03/1979 00:00:00","","","","16/06/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1289"
"BNF-01292","Madame","Martinez","Alain","Martinez Alain","alain.martinez@mail.ch","410222579429","Avenue de France 73","","1201","GENEVE","01/02/1958 00:00:00","","","","08/08/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1292"
"BNF-01293","Madame","Legrand","Fran̤ois","Legrand Fran̤ois","franacois.legrand@contact.ch","410224004438","Rue de la Mairie 84","","1214","VERNIER","23/12/1983 00:00:00","","","","01/04/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1293"
"BNF-01294","Monsieur","Garnier","Thierry","Garnier Thierry","thierry.garnier@test.ch","410221722763","Avenue de la Source 63","","1227","CAROUGE","08/06/1989 00:00:00","","","","19/09/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1294"
"BNF-01298","Madame","Faure","Anne","Faure Anne","anne.faure@email.ch","410225078680","Chemin du Moulin 90","","1214","VERNIER","23/06/1961 00:00:00","","","","05/09/2022 00:00:00","","Actif","Oui","2025-12-07 15:02:53","1298"
